"","left","prediction"
"990",1,0.356283113918359
"993",1,0.470039093771217
"994",1,0.254861596904964
"995",1,0.49172995200406
"999",1,0.408439871480649
"1000",1,0.389786063772062
"1004",1,0.358585224052916
"1007",1,0.37622356969851
"1013",1,0.655274889322065
"1014",1,0.510704988433865
"1018",1,0.209107534755227
"1021",1,0.261698530645991
"1022",1,0.251716522538116
"1023",1,0.538920357718187
"1025",1,0.456456940411753
"1027",1,0.42712158362359
"1031",1,0.792642522574299
"1032",1,0.830889649730697
"1041",1,0.674922386476174
"1047",1,0.198375071100777
"1048",1,0.142068989793891
"1051",1,0.0260255383934357
"1054",1,0.720074739247612
"1056",1,0.746751542502585
"1062",1,0.0969327163355166
"1073",1,0.282967423465569
"1075",1,0.153725077167582
"1076",1,0.236418680459847
"1079",1,0.307307924112954
"1082",1,0.140227928972314
"1085",1,0.190755922188249
"1090",1,0.407641830781714
"1092",1,0.342393956270252
"1103",1,0.447277990189878
"1109",1,0.716139376671463
"1112",1,0.456470655274463
"1117",1,0.636138247948078
"1125",1,0.346038209456849
"1126",1,0.143538810102733
"1132",1,0.54556960724764
"1136",1,0.758995620830323
"1138",1,0.21649185668534
"1140",1,0.457887942785481
"1146",1,0.539611011373438
"1149",1,0.399364646948383
"1152",1,0.276669588326504
"1163",1,0.269138644010011
"1165",1,0.25174814566808
"1169",1,0.136712356338991
"1170",1,0.319317889983944
"1171",1,0.743831235538874
"1172",1,0.77364531258111
"1182",1,0.491219359789164
"1185",1,0.427249845431155
"1192",1,0.677633911966213
"1198",1,0.133423871909915
"1204",1,0.061897796848439
"1210",1,0.734462868432036
"1213",1,0.251204261485883
"1216",1,0.259375708594397
"1217",1,0.451221298404158
"1219",1,0.357438783159379
"1220",1,0.217124144474883
"1226",1,0.348090499256455
"1227",1,0.493958110793058
"1230",1,0.493840906999824
"1233",1,0.570221585726223
"1242",1,0.355108284742628
"1259",1,0.291626688051995
"1260",1,0.437696479401361
"1262",1,0.47161907635735
"1266",1,0.768705477953676
"1272",1,0.667763076702228
"1277",1,0.338181019374848
"1278",1,0.2223839387756
"1279",1,0.409796168446579
"1280",1,0.153994042584044
"1285",1,0.12467786464262
"1286",1,0.350439758297287
"1288",1,0.67388791941197
"1289",1,0.195299535710904
"1291",1,0.506878841272928
"1293",1,0.345158752706932
"1297",1,0.315285599822115
"1303",1,0.567468594001651
"1308",1,0.448496862972788
"1310",1,0.142411044781625
"1320",1,0.376949681705388
"1329",1,0.727745083306482
"1330",1,0.72381068629125
"1333",1,0.718550948035448
"1334",1,0.664968188812881
"1336",1,0.334892283876122
"1339",1,0.285370866863012
"1351",1,0.0361291171248261
"1354",1,0.193621085432626
"1358",1,0.227363737082157
"1386",1,0.494560871421422
"1397",1,0.585087958397042
"1403",1,0.113251981643632
"1413",1,0.425839379799313
"1415",1,0.489843794590351
"1416",1,0.458276362466793
"1421",1,0.473592033145738
"1422",1,0.040638694475157
"1426",1,0.59603279163636
"1427",1,0.417003115581503
"1429",1,0.646076459381938
"1438",1,0.133175488956929
"1440",1,0.0554488179351899
"1445",1,0.482419667669026
"1448",1,0.602375089441371
"1451",1,0.181832668002322
"1452",1,0.281589178127862
"1456",1,0.47063981247191
"1462",1,0.483048336171743
"1463",1,0.524198653175474
"1464",1,0.452897047403421
"1465",1,0.659054210490791
"1473",1,0.355444483079532
"1475",1,0.128566893289156
"1495",1,0.785840372222108
"1497",1,0.669205435074117
"1499",1,0.486531096144988
"1500",1,0.436715834926499
"1502",1,0.514620325878742
"1505",1,0.111173864670979
"1506",1,0.410645551999083
"1512",1,0.258961047884958
"1515",1,0.67139673826488
"1517",1,0.480822629931522
"1520",1,0.369701765679779
"1524",1,0.0965987709646496
"1533",1,0.215985749177797
"1539",1,0.487447494547727
"1541",1,0.474610773695452
"1547",1,0.214176052009317
"1548",1,0.62180211244341
"1549",1,0.178017834147071
"1551",1,0.612365218480898
"1552",1,0.106686708441341
"1553",1,0.551923310145065
"1560",1,0.170693626625283
"1561",1,0.764220123507592
"1563",1,0.47700415091204
"1565",1,0.533449629690947
"1566",1,0.728588946050056
"1570",1,0.5376439250114
"1574",1,0.827260444553392
"1577",1,0.340864725945764
"1579",1,0.833763622836762
"1580",1,0.299038683779822
"1581",1,0.405992943460315
"1582",1,0.0585773919686785
"1586",1,0.168699416003218
"1595",1,0.478611478885963
"1598",1,0.120183814580834
"1602",1,0.0318448833398206
"1609",1,0.794739974186643
"1616",1,0.787390252600245
"1618",1,0.308601371482548
"1622",1,0.0933423282197903
"1625",1,0.125901846212775
"1629",1,0.394748298723799
"1637",1,0.400019240628295
"1642",1,0.513062720519045
"1643",1,0.705841583910793
"1645",1,0.187870545922448
"1655",1,0.670156311677027
"1670",1,0.214787951208876
"1676",1,0.509626017572874
"1677",1,0.41286687951577
"1680",1,0.359681631257669
"1682",1,0.267657919042219
"1687",1,0.744517898078797
"1689",1,0.498374661745177
"1692",1,0.540627363775278
"1701",1,0.371718868834487
"1702",1,0.702973116503016
"1703",1,0.386487693100846
"1707",1,0.360334704444694
"1716",1,0.420754616942035
"1719",1,0.454078593715943
"1723",1,0.272248801777107
"1725",1,0.178638473401617
"1726",1,0.790843711119316
"1729",1,0.568232205649047
"1730",1,0.25046732879052
"1736",1,0.53129242137235
"1737",1,0.664103424218917
"1738",1,0.634450321174799
"1743",1,0.692102582375664
"1744",1,0.377983393244794
"1750",1,0.288087269023127
"1759",1,0.455963830791249
"1764",1,0.276784164391875
"1767",1,0.467075609104965
"1773",1,0.270586218823612
"1783",1,0.261311691521361
"1784",1,0.342676975265724
"1785",1,0.0994966883427466
"1786",1,0.584559561563626
"1791",1,0.35756136795369
"1793",1,0.379242699601446
"1798",1,0.44405367271867
"1799",1,0.678250987410468
"1810",1,0.303369411905477
"1811",1,0.479855407697416
"1813",1,0.486753017637805
"1814",1,0.740793232925088
"1816",1,0.57898647282814
"1817",1,0.238155513896403
"1822",1,0.65795822091516
"1823",1,0.351825853869921
"1825",1,0.346180898131247
"1831",1,0.2687654152879
"1832",1,0.313161320552385
"1834",1,0.742490731497364
"1842",1,0.194123483108423
"1844",1,0.491233175171636
"1845",1,0.195331753014157
"1854",1,0.527804839092675
"1880",1,0.474637284212744
"1882",1,0.493958110793058
"1885",1,0.156647326982436
"1889",1,0.717383325305933
"1890",1,0.760564712687113
"1891",1,0.174469267829534
"1893",1,0.326467579288469
"1896",1,0.102755384802838
"1900",1,0.371389051663288
"1902",1,0.329543168305625
"1909",1,0.115278480526592
"1910",1,0.416959106310097
"1913",1,0.560921993695326
"1922",1,0.195438512869807
"1927",1,0.156383473526919
"1928",1,0.768975406283929
"1929",1,0.771674539909665
"1931",1,0.162859208783275
"1932",1,0.452857007619913
"1946",1,0.160877878965845
"1951",1,0.274341396338225
"1954",1,0.168659212783553
"1958",1,0.259410872240675
"1967",1,0.760841185760613
"1968",1,0.159219894895419
"1970",1,0.519058674816026
"1973",1,0.399729907623039
"1974",1,0.416494128626961
"1975",1,0.419056345044311
"1993",1,0.479931190833645
"1998",1,0.510547909115668
"1999",1,0.247897247766754
"2002",0,0.206162486413555
"2003",0,0.309862277188706
"2020",0,0.325206218251471
"2021",0,0.0800456463708418
"2023",0,0.0259691762169038
"2024",0,0.044117935236311
"2028",0,0.063524512689557
"2035",0,0.112684273913452
"2042",0,0.0914760479172908
"2047",0,0.150581576489364
"2050",0,0.167459331490924
"2054",0,0.0966958532950163
"2064",0,0.170161733208017
"2065",0,0.0609392928915413
"2066",0,0.688613177873578
"2067",0,0.0570948604085998
"2068",0,0.120812380806665
"2069",0,0.312330314769204
"2072",0,0.0740013121596576
"2080",0,0.176856804392466
"2083",0,0.353444321037379
"2088",0,0.261208918644359
"2091",0,0.157212794984954
"2094",0,0.277148056871115
"2095",0,0.317055725523095
"2103",0,0.405275283517555
"2116",0,0.791071740209958
"2118",0,0.032476025860186
"2123",0,0.108990285472726
"2151",0,0.217426724340011
"2152",0,0.256711935022157
"2157",0,0.206463658389108
"2158",0,0.202483129631632
"2174",0,0.27398372856895
"2175",0,0.0773893973764262
"2177",0,0.0277791329644468
"2178",0,0.517608146006493
"2179",0,0.325447423530762
"2180",0,0.0535832627639561
"2186",0,0.0254760032617164
"2191",0,0.137303731395386
"2192",0,0.183565519217734
"2193",0,0.182027150091417
"2195",0,0.0968290159492226
"2196",0,0.046033227966973
"2201",0,0.0832913956454638
"2202",0,0.814613812013057
"2214",0,0.175083841236459
"2215",0,0.219951347681247
"2218",0,0.0189254277790399
"2222",0,0.109726684014769
"2223",0,0.258695486183903
"2227",0,0.312094170225207
"2240",0,0.132022703992595
"2243",0,0.183455122017175
"2257",0,0.0133248710809598
"2271",0,0.11621324597744
"2277",0,0.115641180456258
"2284",0,0.0575076250148116
"2289",0,0.0537686202757922
"2293",0,0.00578151030428236
"2294",0,0.0474795930918098
"2295",0,0.0659756005971873
"2296",0,0.00674245616010228
"2301",0,0.121936520568817
"2302",0,0.152271358031807
"2303",0,0.248099489708809
"2319",0,0.437159685779424
"2324",0,0.0405284737323884
"2327",0,0.208956012442284
"2329",0,0.187081144634459
"2333",0,0.0284510798791729
"2334",0,0.2062277163095
"2336",0,0.0152506346079361
"2337",0,0.243365749286669
"2338",0,0.141302223453323
"2354",0,0.118297482177669
"2357",0,0.0878818364215906
"2358",0,0.161211144458486
"2365",0,0.0528825904424647
"2366",0,0.076934394177006
"2376",0,0.110346410341163
"2377",0,0.248174803220797
"2378",0,0.116602461650168
"2379",0,0.0972937673670153
"2382",0,0.409790990333906
"2395",0,0.0993344230909684
"2397",0,0.380058189392659
"2400",0,0.239906805265322
"2405",0,0.485634749335644
"2411",0,0.211202702325604
"2412",0,0.0278993989439017
"2416",0,0.0269769341080647
"2417",0,0.051236650004283
"2419",0,0.167740794162711
"2422",0,0.339849949980091
"2423",0,0.256769222241294
"2426",0,0.0270812800315503
"2430",0,0.56490070798368
"2432",0,0.179730127200925
"2433",0,0.0548932154974826
"2438",0,0.0908625785671602
"2442",0,0.192910433627178
"2456",0,0.0701121397725803
"2462",0,0.783095957061497
"2469",0,0.0548415592427202
"2471",0,0.175974695695079
"2474",0,0.40754847541787
"2477",0,0.0571549253001614
"2484",0,0.0137266903480883
"2492",0,0.0577003220010954
"2495",0,0.0646119108028137
"2501",0,0.387322371401421
"2507",0,0.76383569021232
"2510",0,0.219312938161867
"2512",0,0.276951988970863
"2518",0,0.174475121898443
"2524",0,0.0394275888204569
"2529",0,0.586790736757157
"2531",0,0.548661007531034
"2533",0,0.109189734334633
"2534",0,0.217023101041059
"2540",0,0.243813049752067
"2543",0,0.107189323203175
"2548",0,0.0841040577099391
"2550",0,0.252388975668214
"2551",0,0.510536611953186
"2563",0,0.199701152581394
"2569",0,0.473076522982243
"2572",0,0.0764549960031675
"2578",0,0.145358013531179
"2585",0,0.0752767394655896
"2586",0,0.111863552417088
"2590",0,0.050017805026737
"2594",0,0.378339199257347
"2596",0,0.0719838716522754
"2599",0,0.0308612347432074
"2600",0,0.129387224968576
"2601",0,0.0647476720418072
"2606",0,0.142868839359123
"2610",0,0.281730366526591
"2612",0,0.056463858289439
"2613",0,0.660458374724731
"2614",0,0.240472526235426
"2617",0,0.0655721678579109
"2618",0,0.29653859300246
"2621",0,0.320926711725413
"2622",0,0.0216859852289148
"2629",0,0.207536205594469
"2632",0,0.144730607062386
"2638",0,0.280677561051643
"2641",0,0.103112313963766
"2647",0,0.045420924662592
"2650",0,0.144197882779352
"2651",0,0.278738519603649
"2665",0,0.0946335094765545
"2668",0,0.203522359056565
"2670",0,0.442141307776172
"2674",0,0.06632507386721
"2678",0,0.143915597961605
"2681",0,0.0219266645896888
"2683",0,0.14783529097455
"2685",0,0.15981637055102
"2686",0,0.0290039982377589
"2690",0,0.0545181844881756
"2692",0,0.0575614553200474
"2697",0,0.365320753128519
"2698",0,0.21655849133018
"2700",0,0.479589592364951
"2701",0,0.0625383689158499
"2704",0,0.408844122596905
"2708",0,0.0719998100112834
"2711",0,0.0443567648221791
"2712",0,0.135467292224993
"2713",0,0.0557781621767559
"2719",0,0.194346292181816
"2725",0,0.0465597338740426
"2726",0,0.482756351747578
"2729",0,0.154751193124085
"2733",0,0.184410370610379
"2738",0,0.307092040046881
"2749",0,0.504379401129881
"2753",0,0.0281719317040105
"2757",0,0.0977632869169026
"2758",0,0.205077392291761
"2760",0,0.0695906304317296
"2766",0,0.0820037954715135
"2767",0,0.0978137921676398
"2768",0,0.158554098720065
"2769",0,0.037913778929817
"2772",0,0.232869087602179
"2779",0,0.331602795274037
"2782",0,0.179965942169898
"2793",0,0.0415374409432123
"2808",0,0.0566647404344474
"2815",0,0.299987630670386
"2816",0,0.0127857303180899
"2819",0,0.479993595534528
"2823",0,0.0181682051910257
"2826",0,0.240924366811895
"2827",0,0.28351042576225
"2831",0,0.0675279303392011
"2832",0,0.296309023354709
"2833",0,0.162516724497564
"2835",0,0.164523355351444
"2839",0,0.0258380860477925
"2841",0,0.424133173950194
"2847",0,0.108517209248919
"2849",0,0.171930840908119
"2851",0,0.0768114734650786
"2852",0,0.0389069719881137
"2854",0,0.517399956196887
"2860",0,0.360325559652746
"2867",0,0.31528871342028
"2868",0,0.410016176816339
"2870",0,0.00979738985974866
"2873",0,0.0552687641837915
"2876",0,0.110432406248201
"2878",0,0.283396439119832
"2881",0,0.047638362593412
"2882",0,0.583633277457014
"2885",0,0.386189036797067
"2895",0,0.103314944697853
"2896",0,0.177104743104596
"2900",0,0.0343001978096546
"2906",0,0.248752296623588
"2909",0,0.227671526017798
"2912",0,0.443944657737381
"2913",0,0.147691689615919
"2915",0,0.106085802528608
"2916",0,0.594970332594903
"2918",0,0.0917510385105208
"2926",0,0.327767993797742
"2934",0,0.365869915586679
"2938",0,0.0667861970340555
"2941",0,0.429795965569247
"2943",0,0.285144186037097
"2946",0,0.196093819630186
"2947",0,0.240778608784632
"2950",0,0.736672685973169
"2952",0,0.138366633682665
"2962",0,0.0640517309270139
"2963",0,0.0186916325315447
"2969",0,0.706977277427083
"2972",0,0.0646818865353928
"2974",0,0.113946706572226
"2977",0,0.500475745068556
"2979",0,0.137241843247486
"2983",0,0.222452796824699
"2986",0,0.0364634622726283
"2987",0,0.202136620359174
"2988",0,0.198568024129515
"2992",0,0.0660616660471045
"2999",0,0.292511754026753
"3002",0,0.0270744482375654
"3003",0,0.309286907015836
"3004",0,0.0822656911390328
"3006",0,0.434984959049833
"3012",0,0.104906040336064
"3024",0,0.168098887479169
"3027",0,0.132268394706159
"3032",0,0.00526415062426857
"3037",0,0.0341750372001368
"3044",0,0.0234443696576118
"3047",0,0.232051473656263
"3058",0,0.0589734380494375
"3066",0,0.108748291977534
"3069",0,0.170910083894132
"3070",0,0.0498048724372029
"3074",0,0.271555309120722
"3077",0,0.372792913841863
"3080",0,0.227142649461336
"3083",0,0.0906462011515441
"3087",0,0.190690142758517
"3088",0,0.841700390626617
"3090",0,0.0671619867867693
"3094",0,0.0769534625416784
"3095",0,0.224943441926141
"3100",0,0.438015673692424
"3104",0,0.0325977926649576
"3109",0,0.20124403613987
"3112",0,0.0473966069582814
"3123",0,0.166072977825999
"3127",0,0.29869595128925
"3136",0,0.122169587999788
"3141",0,0.334232021822086
"3143",0,0.0754497090515127
"3144",0,0.0339407076697387
"3149",0,0.0431116717157254
"3150",0,0.115158837547839
"3160",0,0.097436852740167
"3161",0,0.118497334801041
"3162",0,0.050532367463478
"3168",0,0.0362679486639057
"3171",0,0.0296090528085375
"3176",0,0.192120575692618
"3179",0,0.170184362395152
"3191",0,0.102561393193886
"3192",0,0.053353609964136
"3194",0,0.0355727559337567
"3203",0,0.165233391895003
"3205",0,0.203255220096564
"3206",0,0.470442066149192
"3208",0,0.351474115771476
"3215",0,0.0172611433076805
"3220",0,0.0235021947065006
"3225",0,0.088369179624824
"3226",0,0.0921861602482097
"3228",0,0.152238067006482
"3229",0,0.663940672473423
"3230",0,0.0473537585768003
"3232",0,0.0063214729217856
"3236",0,0.0159036366231661
"3239",0,0.0142496982948263
"3242",0,0.213652006764796
"3243",0,0.0907618114009517
"3245",0,0.494705472112373
"3246",0,0.183645303242508
"3249",0,0.0167416830111216
"3260",0,0.155790735508773
"3261",0,0.262505649999344
"3265",0,0.155866806306469
"3268",0,0.0343670875233753
"3272",0,0.229644213692783
"3278",0,0.0513489923257199
"3280",0,0.0859877548718788
"3282",0,0.0485976729019117
"3287",0,0.103028514983043
"3288",0,0.08761897921791
"3291",0,0.258203929547032
"3293",0,0.0335054636038524
"3296",0,0.00813813602463087
"3300",0,0.114439470763046
"3307",0,0.193230418841825
"3308",0,0.0319422133748308
"3309",0,0.363136048335514
"3310",0,0.161124743739499
"3311",0,0.061158540853619
"3318",0,0.0765499282091465
"3323",0,0.0862458722258994
"3325",0,0.0628427632315477
"3326",0,0.0661994334744254
"3332",0,0.0411944804539459
"3335",0,0.0112918646366627
"3339",0,0.331020280590195
"3342",0,0.196663226215191
"3345",0,0.155945140370659
"3346",0,0.569477679942512
"3351",0,0.066190978134349
"3357",0,0.11256383005751
"3358",0,0.013521191757437
"3359",0,0.0383698331409016
"3360",0,0.0144034312033329
"3361",0,0.345404350919263
"3366",0,0.265848400012597
"3372",0,0.0410927550669895
"3374",0,0.15852443784602
"3375",0,0.196268385125438
"3386",0,0.08270263954789
"3391",0,0.0857305137715993
"3393",0,0.0144073764999729
"3396",0,0.411734231812373
"3397",0,0.34257392595213
"3399",0,0.348415594148359
"3400",0,0.467927815841035
"3404",0,0.301864410125172
"3405",0,0.367603306075194
"3406",0,0.296600083436743
"3409",0,0.346769961285436
"3410",0,0.240857837276449
"3412",0,0.266771136538516
"3414",0,0.212190612265682
"3420",0,0.0117729043560908
"3422",0,0.267291899818295
"3427",0,0.0380840537791959
"3429",0,0.190829311692503
"3443",0,0.0540181022562791
"3448",0,0.0614563649220488
"3459",0,0.0957464801801123
"3464",0,0.061152043954406
"3472",0,0.0962296293967675
"3475",0,0.340146428183743
"3479",0,0.385942587168223
"3492",0,0.125889891992967
"3498",0,0.208817750998516
"3507",0,0.14794440282074
"3509",0,0.0146749974966585
"3517",0,0.110262045802107
"3518",0,0.481586380496952
"3523",0,0.165076425075618
"3527",0,0.0405685300873323
"3539",0,0.276740940206318
"3547",0,0.799684615862545
"3548",0,0.215316877343773
"3550",0,0.0748650240158364
"3556",0,0.163778744230477
"3571",0,0.0598504658645388
"3572",0,0.0193308372365775
"3575",0,0.492968415357378
"3576",0,0.0708557795809012
"3578",0,0.203739696309979
"3583",0,0.115253614585822
"3585",0,0.00782987640072099
"3594",0,0.130662507031001
"3596",0,0.433878308982866
"3607",0,0.162160275356192
"3611",0,0.11119323988661
"3614",0,0.319506220184425
"3619",0,0.0324383754930448
"3620",0,0.0573865782827074
"3621",0,0.1541469941294
"3623",0,0.324913781422683
"3624",0,0.0553781621630298
"3630",0,0.67134121921294
"3631",0,0.0762587483616951
"3632",0,0.412917262747155
"3635",0,0.340396121590045
"3644",0,0.0415242288644546
"3645",0,0.18373632982558
"3650",0,0.096041167844101
"3651",0,0.177905980471298
"3659",0,0.0171919515218223
"3664",0,0.154909508917147
"3669",0,0.068186393335206
"3673",0,0.511274708525782
"3678",0,0.0189259754765582
"3681",0,0.310670782848641
"3682",0,0.486528747352813
"3691",0,0.161841284402151
"3693",0,0.0341513982263378
"3701",0,0.087333206880817
"3702",0,0.051464629147679
"3704",0,0.0483306122653003
"3709",0,0.27666381235536
"3714",0,0.00558625674504385
"3715",0,0.122552934113498
"3723",0,0.0964948154992627
"3727",0,0.299584389790904
"3733",0,0.478546897838768
"3737",0,0.102635602921181
"3739",0,0.169584132246198
"3744",0,0.103121056101179
"3758",0,0.0360037713181079
"3760",0,0.141538722266993
"3769",0,0.0773254633579159
"3770",0,0.140595430124
"3771",0,0.0310976176853896
"3775",0,0.018106787313074
"3776",0,0.185601581605872
"3785",0,0.214868438163915
"3787",0,0.461650536556494
"3798",0,0.198696320550232
"3801",0,0.0825953170501213
"3803",0,0.0142063411823854
"3806",0,0.125203476007984
"3808",0,0.0134877714703049
"3811",0,0.270636596812179
"3812",0,0.0290926437781078
"3821",0,0.0760910638068033
"3825",0,0.0419623407249568
"3829",0,0.0406324691676912
"3835",0,0.185020997231641
"3840",0,0.19772366491676
"3846",0,0.17720853596154
"3854",0,0.24654080570004
"3860",0,0.381019290479861
"3862",0,0.241896840335043
"3865",0,0.0485514858137921
"3869",0,0.257131850238722
"3870",0,0.162778170791425
"3872",0,0.227009375482067
"3877",0,0.264021339663861
"3880",0,0.0647262423584407
"3881",0,0.0707878175403166
"3882",0,0.0259861069612925
"3902",0,0.109972977576744
"3904",0,0.158362330856055
"3907",0,0.047139408927621
"3908",0,0.0591394507444743
"3928",0,0.168080098905699
"3946",0,0.0742620324183036
"3947",0,0.0663309082560243
"3948",0,0.0574404911181176
"3950",0,0.15210269754351
"3953",0,0.226202934199428
"3956",0,0.0960049517985248
"3961",0,0.217885575986107
"3963",0,0.112656821903929
"3964",0,0.208466721995485
"3969",0,0.145021784501484
"3974",0,0.00742406361320002
"3977",0,0.290155350421442
"3978",0,0.27628363620673
"3995",0,0.126876011830967
"4016",0,0.783621815381079
"4019",0,0.257023142359525
"4020",0,0.129543774436725
"4022",0,0.0609803109515065
"4028",0,0.175079295566979
"4029",0,0.042591141363203
"4030",0,0.464322188275897
"4032",0,0.339132120469723
"4037",0,0.0861632665443245
"4038",0,0.043764821934746
"4040",0,0.0396312210674967
"4045",0,0.00167133414705134
"4050",0,0.0855974722989424
